Player,Age,Tm,G,GS,MP,PER,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Year
Dario Šarić\saricda01,25,PHO,66,51,24.7,14.2,6.7,21.1,10.8,1.1,0.9,12.9,17.8,2.1,1.5,-0.1,-0.3,256,538,0.476,84,235,0.357,108,128,0.844,100,306,123,37,16,88,156,704,2020
Tomáš Satoranský\satorto01,28,CHI,65,64,28.9,13.5,4.3,11,27.1,2.1,0.4,17.7,16.7,1.8,1.7,-1.1,-0.2,237,551,0.43,64,199,0.322,106,121,0.876,76,178,354,80,7,130,135,644,2020
Admiral Schofield\schofad01,22,WAS,33,2,11.2,6.1,2,12.4,5.3,1,0.9,6.6,11.9,0.1,0.1,-4.3,-1.2,35,92,0.38,19,61,0.311,10,15,0.667,7,40,15,8,4,7,50,99,2020
Dennis Schröder\schrode01,26,OKC,65,2,30.8,16.7,1.1,11.6,21.9,1.1,0.6,13.4,27.2,1.9,1.8,1.1,-1.1,453,965,0.469,125,325,0.385,198,236,0.839,19,217,262,45,14,166,146,1229,2020
Mike Scott\scottmi01,31,PHI,68,11,17.8,11.2,5.9,16.8,6.4,0.8,0.4,6.6,14,1.4,1.1,-0.7,-1.1,149,350,0.426,80,217,0.369,30,37,0.811,65,183,56,21,5,26,96,408,2020
Thabo Sefolosha\sefolth01,35,HOU,41,0,10.6,9.4,5,17.5,7.5,2.5,2.4,13.7,10.4,0,0.6,-2.9,1.6,37,91,0.407,15,54,0.278,3,8,0.375,21,72,25,24,12,15,43,92,2020
Collin Sexton\sextoco01,21,CLE,65,65,33,16.3,3.1,7.5,15.1,1.5,0.3,11.6,27.2,2.1,0.4,0.3,-2.1,513,1086,0.472,97,255,0.38,226,267,0.846,61,143,192,65,7,158,142,1349,2020
Landry Shamet\shamela01,22,LAC,53,30,27.4,8.5,0.4,6.6,9.1,0.7,0.6,9,13.4,1.5,1.1,-1.8,-0.3,158,391,0.404,111,296,0.375,65,76,0.855,6,94,99,20,10,42,142,492,2020
Marial Shayok\shayoma01,24,PHI,4,0,7,1.4,3.9,23.7,4.8,0,3,17.9,25.8,-0.1,0,-9.3,-3.7,3,12,0.25,2,6,0.333,3,4,0.75,1,6,1,0,1,3,4,11,2020
Iman Shumpert\shumpim01,29,BRK,13,0,18.5,5.3,3.9,10.5,6.7,2.4,0.7,13,13.4,-0.3,0.3,-6.3,0.8,21,64,0.328,8,33,0.242,4,7,0.571,9,25,12,12,2,10,21,54,2020
Pascal Siakam\siakapa01,25,TOR,60,60,35.2,17.9,3.3,18.3,16.4,1.4,2.5,10.7,28.1,1.8,3.6,1.3,0.5,500,1104,0.453,131,365,0.359,240,303,0.792,64,375,207,61,53,148,170,1371,2020
Chris Silva\silvach01,23,MIA,44,0,7.9,17.3,20.2,20.6,9.9,1.3,6,23.8,17.1,0.7,0.5,-3.1,0.8,48,78,0.615,0,3,0,37,55,0.673,60,66,23,9,21,32,85,133,2020
Ben Simmons\simmobe01,23,PHI,57,57,35.4,20.4,6.2,18.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,1.3,2.3,375,647,0.58,2,7,0.286,185,298,0.621,113,331,455,119,33,200,186,937,2020
Anfernee Simons\simonan01,20,POR,70,4,20.7,9,1.8,9.1,9.2,0.9,0.6,9.6,18.7,0,0.1,-2.6,-1.9,214,536,0.399,75,226,0.332,76,92,0.826,25,127,97,26,10,61,135,579,2020
Alen Smailagić\smailal01,19,GSW,14,0,9.9,14.5,7.5,13.7,14.3,1,2.6,18.5,18.2,0.2,0.1,-1.4,-0.8,20,40,0.5,3,13,0.231,16,19,0.842,10,17,13,3,4,11,14,59,2020
Marcus Smart\smartma01,25,BOS,60,40,32,13.8,2.4,10.1,21.1,2.5,1.4,12.1,18.9,1.7,2.8,0,1.4,256,682,0.375,137,395,0.347,127,152,0.836,42,183,291,101,29,103,162,776,2020
Dennis Smith Jr.\smithde03,22,NYK,34,3,15.8,7.4,4.1,11.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-5.2,-0.9,72,211,0.341,16,54,0.296,27,53,0.509,21,57,98,28,8,58,65,187,2020
Ish Smith\smithis01,31,WAS,68,23,26.3,13.9,1.8,12,27.1,1.5,1.5,11.6,19.1,1.3,0.6,-0.3,-1,308,689,0.447,62,169,0.367,62,86,0.721,30,189,334,59,30,95,106,740,2020
J.R. Smith\smithjr01,34,LAL,6,0,13.2,0,0,6.9,4.8,0.6,0,14.9,14.3,-0.2,0.1,-7.8,-2,7,22,0.318,1,11,0.091,2,2,1,0,5,3,1,0,4,5,17,2020
Zhaire Smith\smithzh01,20,PHI,7,0,4.6,1.1,0,6.9,8.2,4.5,0,13.6,19.9,-0.1,0.1,-10.8,0.8,3,11,0.273,0,3,0,2,4,0.5,0,2,2,3,0,2,4,8,2020
Tony Snell\snellto01,28,DET,59,57,27.8,9.7,0.6,7.1,10.9,1,0.8,7.3,11.4,2.1,0.5,-1.2,-0.6,170,382,0.445,102,254,0.402,32,32,1,9,102,127,32,15,31,101,474,2020
Omari Spellman\spellom01,22,GSW,49,3,18.1,14.4,9.1,18,8.1,1.8,2.4,13.9,18.8,0.5,0.7,-0.8,-1,127,295,0.431,43,110,0.391,73,92,0.793,77,142,47,33,24,54,63,370,2020
Max Strus\strusma01,23,CHI,2,0,3,30.7,17.5,0,0,0,0,0,24.4,0,0,5.3,-1,2,3,0.667,0,1,0,1,1,1,1,0,0,0,0,0,1,5,2020
Edmond Sumner\sumneed01,24,IND,31,3,14.4,10.1,2.7,8.5,16.7,1.6,1.8,12.4,17.3,-0.1,0.5,-3.2,0.2,61,142,0.43,14,53,0.264,16,29,0.552,11,35,55,15,9,22,44,152,2020
Caleb Swanigan\swanica01,22,TOT,27,1,10.7,7.6,9.9,26.4,13.9,0.5,2.2,40.4,13.5,-0.2,0.2,-6.2,0.2,28,47,0.596,0,2,0,9,17,0.529,27,73,31,3,7,37,62,65,2020
Caleb Swanigan\swanica01,22,SAC,7,0,3.3,-0.1,9.6,25.1,11.5,2.1,8.3,55.1,20.5,-0.1,0,-14.6,3.3,2,4,0.5,0,0,,1,2,0.5,2,5,2,1,2,6,8,5,2020
Caleb Swanigan\swanica01,22,POR,20,1,13.3,8.2,10,26.5,14.1,0.4,1.6,38.5,12.9,-0.1,0.2,-5.5,-0.1,26,43,0.605,0,2,0,8,15,0.533,25,68,29,2,5,31,54,60,2020
Jayson Tatum\tatumja01,21,BOS,66,66,34.3,20.4,3.1,18.5,14.5,2,2.3,10.2,28.6,3.2,3.7,3.5,0.6,552,1226,0.45,189,469,0.403,254,313,0.812,64,396,200,93,57,155,136,1547,2020
Jeff Teague\teaguje01,31,TOT,59,17,24.8,14.6,1.9,8.6,30.7,1.4,1.1,16.8,19.5,1.9,0.6,-0.2,-1.3,213,489,0.436,43,117,0.368,172,197,0.873,27,115,308,44,19,116,106,641,2020
Jeff Teague\teaguje01,31,MIN,34,13,27.8,15.9,1.6,8.5,32.5,1.2,1.1,16.4,20.2,1.7,0.4,0.6,-1.2,145,324,0.448,33,87,0.379,125,144,0.868,15,73,208,25,13,76,70,448,2020
Jeff Teague\teaguje01,31,ATL,25,4,20.8,12.2,2.5,8.8,27.3,1.7,1,17.5,18.3,0.2,0.2,-1.6,-1.5,68,165,0.412,10,30,0.333,47,53,0.887,12,42,100,19,6,40,36,193,2020
Garrett Temple\templga01,33,BRK,62,35,27.9,10.5,1.8,11.1,12.8,1.3,1.4,9,16.6,0.7,1.7,-1.4,0.3,222,587,0.378,127,386,0.329,70,87,0.805,29,189,156,49,29,62,108,641,2020
Daniel Theis\theisda01,27,BOS,65,64,24.1,17.9,9.7,19.3,10.1,1.1,5,10.2,14.4,4,2.6,0.6,1.8,241,426,0.566,32,96,0.333,87,114,0.763,140,286,111,37,84,54,219,601,2020
Isaiah Thomas\thomais02,30,WAS,40,37,23.1,11.6,1.2,7,23.4,0.7,0.6,14.4,24.1,0.1,-0.1,-0.5,-3.9,174,426,0.408,78,189,0.413,62,76,0.816,11,57,146,13,6,77,77,488,2020
Khyri Thomas\thomakh01,23,DET,8,0,7.6,3.1,1.8,0,6.7,2.4,0,13.8,15.6,-0.1,0,-6.2,-1.7,5,17,0.294,5,14,0.357,2,4,0.5,1,0,3,3,0,3,9,17,2020
Lance Thomas\thomala01,31,BRK,7,4,14,3,2.2,11.4,8.2,0,0,19.5,13.1,-0.1,0.1,-5.7,-2.6,8,23,0.348,4,13,0.308,4,4,1,2,11,6,0,0,6,11,24,2020
Matt Thomas\thomama02,25,TOR,41,1,10.7,13.3,2.2,12.2,7.5,1.1,0.2,9.3,16.6,0.7,0.6,1,0.1,73,150,0.487,47,99,0.475,9,12,0.75,9,52,22,10,1,16,38,202,2020
Tristan Thompson\thomptr01,28,CLE,57,51,30.2,16.8,14.5,22.9,10.5,0.9,2.5,14,18.3,2,1.1,-0.3,-1.3,288,562,0.512,9,23,0.391,99,161,0.615,226,351,120,33,50,103,124,684,2020
Sindarius Thornwell\thornsi01,25,NOP,2,0,17.5,14.7,0,12.2,16.1,1.3,2.4,13.6,17.3,0,0,-0.1,-1.2,6,11,0.545,2,4,0.5,2,4,0.5,0,4,4,1,1,2,2,16,2020
Matisse Thybulle\thybuma01,22,PHI,65,14,19.8,10,3.8,5.4,8,3.5,3.1,15.3,11.2,0.3,2,-2.8,3.1,112,265,0.423,56,157,0.357,25,41,0.61,44,63,79,94,47,51,141,305,2020
Anthony Tolliver\tollian01,34,TOT,55,13,15.9,7,4.1,14.3,6,1,1.1,14.9,11.1,0,0.4,-2.7,-0.5,65,182,0.357,49,145,0.338,21,29,0.724,34,120,42,19,11,34,74,200,2020
Anthony Tolliver\tollian01,34,POR,33,9,16.8,7.5,5.2,15.5,6.6,0.7,1.4,14.3,11.2,0.2,0.2,-2.3,-0.9,43,117,0.368,30,89,0.337,13,19,0.684,27,83,29,8,9,21,54,129,2020
Anthony Tolliver\tollian01,34,SAC,9,0,9.1,0.2,2.7,12.7,4.5,2.4,1.2,18.3,11.6,-0.2,0.1,-7.8,-1,3,17,0.176,2,15,0.133,1,2,0.5,2,9,3,4,1,4,6,9,2020
Anthony Tolliver\tollian01,34,MEM,13,4,18.2,8,2.3,12.3,5.3,1.4,0.4,14.9,10.7,0.1,0.2,-1.7,0.6,19,48,0.396,17,41,0.415,7,8,0.875,5,28,10,7,1,9,14,62,2020
Juan Toscano-Anderson\toscaju01,26,GSW,13,6,20.9,9.4,3.5,17.8,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,-4,0.5,29,63,0.46,8,23,0.348,3,5,0.6,9,43,26,13,5,16,30,69,2020
Karl-Anthony Towns\townska01,24,MIN,35,35,33.9,26.5,8.1,26.1,22.8,1.3,2.9,13.2,28.8,3.7,1.3,7,0.8,316,622,0.508,114,277,0.412,180,226,0.796,95,283,153,33,42,110,117,926,2020
Gary Trent Jr.\trentga02,21,POR,61,8,21.8,12.9,2,5.8,6.3,1.7,1,4.4,15.3,2.2,0.3,0.5,-0.8,196,441,0.444,112,268,0.418,37,45,0.822,25,75,61,48,16,21,90,541,2020
Allonzo Trier\trieral01,24,NYK,24,1,12.1,14.5,2.1,8.7,14.8,0.5,1.3,15,21.4,0.5,0.1,0.9,-1.4,51,106,0.481,19,53,0.358,34,43,0.791,6,23,28,3,4,22,29,155,2020
P.J. Tucker\tuckepj01,34,HOU,72,72,34.3,8.3,4.7,15.6,6,1.4,1.2,13.9,8.7,1.6,2.4,-2.4,0.6,177,426,0.415,107,299,0.358,39,48,0.813,112,364,115,77,36,72,229,500,2020
Rayjon Tucker\tuckera01,22,UTA,20,0,8.1,9.7,2.1,11.2,4.4,0.3,0.5,13.1,16.6,0.1,0.1,-3.8,-2.2,20,43,0.465,3,17,0.176,19,23,0.826,3,17,5,1,1,8,10,62,2020
Evan Turner\turneev01,31,ATL,19,0,13.2,6.8,3.4,13,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-4.9,-0.7,25,67,0.373,0,5,0,12,14,0.857,8,30,38,9,8,26,20,62,2020
Myles Turner\turnemy01,23,IND,62,62,29.5,14.8,5.2,19.1,5.4,1.2,6.4,11.4,17.9,1.1,3.1,-1,1.1,268,587,0.457,86,250,0.344,127,169,0.751,86,321,72,46,132,85,166,749,2020
Jarrod Uthoff\uthofja01,26,TOT,7,0,7.6,8.8,4,8.6,0,0.9,0,0,14.8,0,0,-2.3,-2.2,7,18,0.389,3,9,0.333,2,2,1,2,4,0,1,0,0,2,19,2020
Jarrod Uthoff\uthofja01,26,MEM,4,0,3.5,-0.1,7.7,0,0,3.3,0,0,23.4,-0.1,0,-11.1,-2.4,1,7,0.143,0,4,0,2,2,1,1,0,0,1,0,0,1,4,2020
Jarrod Uthoff\uthofja01,26,WAS,3,0,13,12,2.7,11.7,0,0,0,0,11.7,0.1,0,0.8,-2.1,6,11,0.545,3,5,0.6,0,0,,1,4,0,0,0,0,1,15,2020
Jonas Valančiūnas\valanjo01,27,MEM,70,70,26.4,22.2,12.4,32.2,10.9,0.8,3.6,13.3,21.5,4.2,2.8,2.1,0.2,432,739,0.585,32,91,0.352,148,200,0.74,213,575,131,30,76,127,185,1044,2020
Denzel Valentine\valende01,26,CHI,36,5,13.6,13,1.9,15.5,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,-0.8,0.2,97,237,0.409,46,137,0.336,6,8,0.75,9,65,43,26,6,26,51,246,2020
Jarred Vanderbilt\vandeja01,20,TOT,11,0,4.2,7.6,7.3,14.5,5.9,3.2,2,44.1,14.9,-0.1,0.1,-6.6,0.5,5,8,0.625,0,1,0,2,2,1,3,6,2,3,1,7,6,12,2020
Jarred Vanderbilt\vandeja01,20,DEN,9,0,4.6,7.2,8.2,13.6,6.6,3.6,2.3,50,14.8,-0.1,0.1,-7,0.9,5,7,0.714,0,0,,0,0,,3,5,2,3,1,7,6,10,2020
Jarred Vanderbilt\vandeja01,20,MIN,2,0,2.5,11.1,0,21.9,0,0,0,0,15.5,0,0,-2.8,-2.8,0,1,0,0,1,0,2,2,1,0,1,0,0,0,0,0,2,2020
Fred VanVleet\vanvlfr01,25,TOR,54,54,35.7,16.3,1,9.9,27.7,2.5,0.9,12.3,21.7,2.8,3.1,1.2,1.4,319,773,0.413,146,374,0.39,168,198,0.848,18,185,357,100,17,121,132,952,2020
Gabe Vincent\vincega01,23,MIA,9,0,9.2,1.2,0,6.5,10.1,2.9,0,2.6,20.2,-0.3,0.1,-8.5,-1.9,8,37,0.216,6,27,0.222,0,0,,0,5,6,5,0,1,6,22,2020
Noah Vonleh\vonleno01,24,TOT,36,1,10.5,15.5,10.1,25.3,10.7,1.4,1.3,16.5,13.9,0.6,0.4,-1.2,0.3,52,92,0.565,3,15,0.2,25,32,0.781,37,87,28,11,6,21,40,132,2020
Noah Vonleh\vonleno01,24,MIN,29,1,12,15.3,10,25.9,10.8,1.5,1.4,16.2,13.9,0.5,0.4,-1.5,0.4,47,86,0.547,2,14,0.143,23,28,0.821,34,82,26,11,6,19,36,119,2020
Noah Vonleh\vonleno01,24,DEN,7,0,4.3,17.6,11.2,18.6,9.5,0,0,20.5,14.1,0.1,0,1.3,-1.9,5,6,0.833,1,1,1,2,4,0.5,3,5,2,0,0,2,4,13,2020
Nikola Vučević\vucevni01,29,ORL,62,62,32.2,21.9,7.3,29.7,19.5,1.3,2.1,7.4,25.8,3.5,2.9,3.7,0.5,493,1033,0.477,98,289,0.339,131,167,0.784,140,533,222,54,47,88,135,1215,2020
Dean Wade\wadede01,23,CLE,12,0,5.9,13.9,4.6,25.3,4,1.4,4.8,18.2,9.9,0.1,0.1,-1.7,0.5,9,13,0.692,2,4,0.5,0,1,0,3,16,2,2,4,3,8,20,2020
Moritz Wagner\wagnemo01,22,WAS,45,5,18.6,15.1,7,22.2,9.8,1.6,2,17.7,18.6,1.1,0.6,-2,-0.3,145,266,0.545,25,80,0.313,78,95,0.821,56,163,56,28,19,66,152,393,2020
Dion Waiters\waitedi01,28,TOT,10,0,20.7,11.5,1.1,11.5,14.4,0.9,2.7,13.1,25.2,-0.1,0.2,-0.7,-0.6,41,99,0.414,15,47,0.319,14,17,0.824,2,22,20,4,6,16,21,111,2020
Dion Waiters\waitedi01,28,MIA,3,0,14,13.4,0,28.2,12.5,0,4.7,10.2,30.9,-0.1,0.1,2.4,-0.5,10,26,0.385,8,17,0.471,0,1,0,0,11,3,0,2,3,5,28,2020
Dion Waiters\waitedi01,28,LAL,7,0,23.6,11,1.3,7.2,14.9,1.2,2.2,14,23.8,-0.1,0.2,-1.4,-0.6,31,73,0.425,7,30,0.233,14,16,0.875,2,11,17,4,4,13,16,83,2020
Kemba Walker\walkeke02,29,BOS,56,56,31.1,20,2.2,11,24.2,1.3,1.5,10.5,27.2,3.9,2,4.9,-0.3,378,889,0.425,180,473,0.381,209,242,0.864,36,181,268,48,28,117,91,1145,2020
Lonnie Walker\walkelo01,21,SAS,61,12,16.2,10.5,2.5,12.7,9.6,1.5,1.2,10.3,18.7,-0.2,0.6,-2.5,-1,152,357,0.426,41,101,0.406,44,61,0.721,23,116,68,32,14,44,78,389,2020
Tyrone Wallace\wallaty01,25,ATL,14,0,11.4,3.9,2,13,10.9,2,0.5,16.3,16,-0.3,0.1,-7.7,-1,14,44,0.318,1,15,0.067,11,17,0.647,3,19,13,7,1,10,19,40,2020
Derrick Walton\waltode01,24,TOT,26,1,9.5,8.7,0.9,5.8,13.9,1.4,0,10.4,8.1,0.4,0.2,-2.2,1.3,18,39,0.462,10,24,0.417,7,9,0.778,2,14,27,7,0,5,21,53,2020
Derrick Walton\waltode01,24,LAC,23,1,9.7,8.4,1,5.9,12.6,0.9,0,9.1,8.3,0.4,0.2,-2.2,0.9,17,36,0.472,9,21,0.429,7,9,0.778,2,13,22,4,0,4,19,50,2020
Derrick Walton\waltode01,24,DET,3,0,8.7,11.3,0,4.4,24.8,5.7,0,25,6.7,0,0,-2.9,4.7,1,3,0.333,1,3,0.333,0,0,,0,1,5,3,0,1,2,3,2020
Brad Wanamaker\wanambr01,30,BOS,71,1,19.3,12.8,1.7,9.4,17.8,2.2,0.9,15.3,15.5,1.8,1.8,-1.9,1.3,162,362,0.448,37,102,0.363,126,136,0.926,22,122,179,61,14,76,133,487,2020
T.J. Warren\warretj01,26,IND,67,67,32.9,18.4,3.4,10.5,7.1,1.7,1.4,7.2,23.3,4,2.6,1.2,0,534,997,0.536,91,226,0.403,167,204,0.819,68,212,99,78,34,84,187,1326,2020
P.J. Washington\washipj01,21,CHO,58,57,30.3,12.4,3.5,16.6,11.3,1.5,2.3,12.5,18.6,0.5,1.5,-1.7,0.1,268,589,0.455,86,230,0.374,88,136,0.647,58,258,123,51,44,93,158,710,2020
Yuta Watanabe\watanyu01,25,MEM,18,0,5.8,11.2,7.2,12.8,6.4,2.2,0.8,5.1,15.7,0,0.1,-2.6,0.9,15,34,0.441,3,8,0.375,3,8,0.375,7,13,5,5,1,2,9,36,2020
Tremont Waters\watertr01,22,BOS,11,1,10.8,4.3,0,10.7,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-8.5,1,14,49,0.286,4,24,0.167,8,8,1,0,12,16,10,2,15,13,40,2020
Paul Watson\watsopa01,25,TOT,10,0,8.7,12.6,2.5,17.9,12.4,2.2,1.1,9.1,16.1,0,0.1,-1.2,0.9,10,26,0.385,4,12,0.333,7,9,0.778,2,15,8,4,1,3,5,31,2020
Paul Watson\watsopa01,25,ATL,2,0,8.5,-7.1,0,12.8,21.1,2.7,0,0,17.1,-0.1,0,-12.3,-1.5,0,7,0,0,3,0,0,0,,0,2,3,1,0,0,1,0,2020
Paul Watson\watsopa01,25,TOR,8,0,8.8,17.3,3.1,19.2,10.3,2,1.4,11.6,15.9,0.2,0.1,1.4,1.4,10,19,0.526,4,9,0.444,7,9,0.778,2,13,5,3,1,3,4,31,2020
Quinndary Weatherspoon\weathqu01,23,SAS,11,0,7.1,3.2,1.4,8.3,17.5,1.8,1.1,21.9,12.7,-0.2,0,-6.4,-1,5,17,0.294,1,5,0.2,1,2,0.5,1,6,11,3,1,5,8,12,2020
Russell Westbrook\westbru01,31,HOU,57,57,35.9,21,5.1,18.1,35.6,2.1,0.8,15,34.4,1.7,2.5,1.6,-0.1,604,1281,0.472,55,213,0.258,290,380,0.763,100,351,401,93,20,255,200,1553,2020
Coby White\whiteco01,19,CHI,65,1,25.8,11.9,1.8,14,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,-1.2,-1.6,312,792,0.394,133,376,0.354,102,129,0.791,28,202,175,49,6,109,117,859,2020
Derrick White\whitede01,25,SAS,68,20,24.7,16.4,2.3,12.1,20,1.3,3.1,12.1,18.9,3.1,1.1,1.2,0.1,253,552,0.458,79,216,0.366,180,211,0.853,35,188,241,44,59,89,152,765,2020
Hassan Whiteside\whiteha01,30,POR,67,61,30,25,13.6,33.3,5.9,0.6,8.4,12.9,19.6,5.6,3,2.5,0.7,436,702,0.621,4,7,0.571,164,239,0.686,258,647,78,26,196,120,196,1040,2020
Andrew Wiggins\wiggian01,24,TOT,54,54,34.4,16.4,3.6,12.3,18.1,1.1,2.4,10.7,27.4,0.8,1.1,1.1,-1.4,437,978,0.447,111,334,0.332,190,268,0.709,66,208,198,45,53,132,127,1175,2020
Andrew Wiggins\wiggian01,24,MIN,42,42,34.6,16.1,3.4,12.9,18.1,0.9,2.1,10.8,28,0.6,0.8,1.1,-1.5,351,790,0.444,91,275,0.331,149,207,0.72,48,171,155,29,36,107,101,942,2020
Andrew Wiggins\wiggian01,24,GSW,12,12,33.6,17.5,4.7,10.3,18.2,1.9,3.8,10.4,25.4,0.2,0.3,0.9,-1.1,86,188,0.457,20,59,0.339,41,61,0.672,18,37,43,16,17,25,26,233,2020
Grant Williams\willigr01,21,BOS,69,5,15.1,7.9,6.1,12.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,-4.1,1.4,87,211,0.412,24,96,0.25,39,54,0.722,59,119,68,30,36,50,163,237,2020
Johnathan Williams\willijo04,24,WAS,15,6,12,14,14,25.3,5.9,0.3,3.9,11.2,10.3,0.3,0.1,-0.8,-1.4,19,34,0.559,0,2,0,7,13,0.538,24,40,8,1,8,5,16,45,2020
Kenrich Williams\willike04,25,NOP,39,18,21.3,7.5,6.5,17.3,8.4,1.5,2.1,12.2,8.9,0.1,0.8,-3.4,0.9,51,147,0.347,25,97,0.258,9,26,0.346,51,135,57,27,21,22,88,136,2020
Lou Williams\willilo02,33,LAC,65,8,28.7,17.3,1.8,9.2,30.1,1.1,0.6,14.4,28.4,2.3,1.8,2.2,-1.4,391,936,0.418,111,315,0.352,292,339,0.861,31,170,365,43,12,182,80,1185,2020
Marvin Williams\willima02,33,TOT,58,1,19.5,11.2,2.8,14.3,7.6,1.6,2.4,10.2,12.5,1.1,1.3,-1.6,1,119,267,0.446,56,156,0.359,49,57,0.86,30,153,60,36,30,33,103,343,2020
Marvin Williams\willima02,33,CHO,41,1,19.7,11.8,2,13.2,7.8,1.6,2.5,9.7,14,0.8,0.6,-1.6,0.4,94,210,0.448,44,117,0.376,43,50,0.86,15,94,41,26,22,25,71,275,2020
Marvin Williams\willima02,33,MIL,17,0,18.9,9.8,4.9,17.1,7.2,1.4,2.2,11.8,8.7,0.3,0.6,-1.6,2.5,25,57,0.439,12,39,0.308,6,7,0.857,15,59,19,10,8,8,32,68,2020
Robert Williams\williro04,22,BOS,29,1,13.4,23.1,11.2,24,10.1,2.7,8.4,16.9,13.6,1.1,1,0.8,4.3,64,88,0.727,0,0,,22,34,0.647,40,88,27,22,35,21,51,150,2020
Nigel Williams-Goss\willini01,25,UTA,10,0,5,8.1,4.6,8.5,16.4,2.9,1.7,15.1,17.4,-0.1,0.1,-5.2,1.3,5,16,0.313,2,7,0.286,2,2,1,2,4,6,3,1,3,6,14,2020
Zion Williamson\willizi01,19,NOP,24,24,27.8,24.1,10.1,13.7,13.3,1.1,1.1,11.9,30.5,1.5,0.4,3.5,-1.4,210,360,0.583,6,14,0.429,114,178,0.64,64,86,50,16,9,59,42,540,2020
D.J. Wilson\wilsodj01,23,MIL,37,1,9.8,8.2,3.5,20.5,9.1,0.4,1.2,12,18.1,-0.3,0.6,-4.1,0.1,52,132,0.394,18,73,0.247,11,18,0.611,12,80,25,3,5,19,33,133,2020
Justise Winslow\winslju01,23,MIA,11,5,32,8.5,5.3,17.5,18.7,1,1.4,14.6,20.6,-0.4,0.4,-3.5,0,50,129,0.388,6,27,0.222,18,27,0.667,16,57,44,7,5,24,38,124,2020
Christian Wood\woodch01,24,DET,62,12,21.4,23.2,8.8,24.8,7.6,1.3,3.4,12,23,3.6,1.5,3.5,-0.3,288,508,0.567,54,140,0.386,180,242,0.744,104,286,60,34,54,84,98,810,2020
Delon Wright\wrighde01,27,DAL,73,5,21.5,15.4,4.7,13.8,21,2.6,1.2,13.8,14.4,2.6,1.8,0,1.8,190,411,0.462,47,127,0.37,77,100,0.77,70,210,244,85,22,73,93,504,2020
Justin Wright-Foreman\wrighju02,22,UTA,4,0,11.3,8.8,0,11.8,23,2.2,0,12.1,24.1,-0.1,0.1,-7,-2,7,20,0.35,2,10,0.2,3,4,0.75,0,5,7,2,0,3,5,19,2020
Thaddeus Young\youngth01,31,CHI,64,16,24.9,13.3,6.2,16.1,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,-1.4,0.2,269,601,0.448,79,222,0.356,42,72,0.583,94,221,117,92,23,102,134,659,2020
Trae Young\youngtr01,21,ATL,60,60,35.3,23.9,1.6,11.5,45.6,1.4,0.3,16.2,34.9,5.3,0.6,6.2,-2.3,546,1249,0.437,205,568,0.361,481,559,0.86,32,223,560,65,8,289,104,1778,2020
Cody Zeller\zelleco01,27,CHO,58,39,23.1,18.8,12.6,21.2,11.3,1.5,1.7,11.9,20.8,2.3,1.3,0.2,-0.8,251,479,0.524,18,75,0.24,122,179,0.682,160,251,88,40,25,75,140,642,2020
Tyler Zeller\zellety01,30,SAS,2,0,2,22.4,80.9,26.9,0,0,0,0,43.2,0,0,-0.3,-22.1,1,4,0.25,0,0,,0,0,,3,1,0,0,0,0,0,2,2020
Ante Žižić\zizican01,23,CLE,22,0,10,16.4,9,24.4,4.2,1.5,1.9,11.1,17.5,0.3,0.2,-1.7,-1.5,41,72,0.569,0,0,,14,19,0.737,18,48,6,7,5,10,27,96,2020
Ivica Zubac\zubaciv01,22,LAC,72,70,18.4,21.7,15.9,26.4,9.1,0.6,4.4,11.8,16.4,4.4,2.3,1.9,0.8,236,385,0.613,0,2,0,124,166,0.747,197,346,82,16,66,61,168,596,2020
